Broken,ID,ErrorModel Creation Failed,1162:2721,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,5342,"No type ID found in test data{'Result': {'user': 'Emi', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.04 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/T1.FLK', 'testnum': '122', 'OverallResult': 'Pass', 'date': '2026-04-10', 'id': '5342', 'testmode': '101 AUTO', 'site': '4067', 'site1': 'STT', 'site2': '', 'user': 'Emi', 'location': '4067', 'note': '1177', 'TypeSnipeID': 1, 'nextdate': '2027-04-10'}"
No Model Data Found,1670,"No type ID found in test data{'Result': {'user': 'Emi', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.05 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/T1.FLK', 'testnum': '205', 'OverallResult': 'Pass', 'date': '2026-04-10', 'id': '1670', 'testmode': '101 AUTO', 'site': '4067', 'site1': 'STT', 'site2': '', 'user': 'Emi', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2027-04-10'}"
No Model Data Found,5097,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.04 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '96 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.4 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.55 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '3', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5097', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5096,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.04 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '100 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.4 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.44 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '4', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5096', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5089,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.08 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '51 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.35 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '7', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5089', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5090,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.09 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '50 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.35 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '8', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5090', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5091,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.05 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '50 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.36 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '9', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5091', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5087,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.05 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '50 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.36 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '10', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5087', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5068,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.03 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '49 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.36 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '11', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5068', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5086,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'earthbond': {'testcurrent': '25A', 'resistance': '0.07 OHM', 'pass': 'P', 'limit': '0.10 OHM'}, 'ins1': {'testvoltage': '1   >299 MEG P'}, 'load': {'load': '52 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.2 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.35 mA', 'pass': 'P', 'limit': '0.75 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '12', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5086', 'testmode': '107 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,3233,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.05 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '13', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '3233', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,4392,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.11 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '14', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '4392', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,4277,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.12 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '15', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '4277', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,4286,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.12 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '16', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '4286', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5074,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.10 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '17', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5074', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5073,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '2 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.11 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '18', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5073', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5071,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '1 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.11 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '19', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5071', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5094,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.10 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '20', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5094', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5095,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.10 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '21', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5095', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5092,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.10 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '22', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5092', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5093,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.09 mA', 'pass': 'P', 'limit': '0.50 mA'}}, 'file': 'files/160426T1.FLK', 'testnum': '23', 'OverallResult': 'Pass', 'date': '2026-04-13', 'id': '5093', 'testmode': '111 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-13'}"
No Model Data Found,5115,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.06 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '61', 'OverallResult': 'Pass', 'date': '2026-04-14', 'id': '5115', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-14'}"
No Model Data Found,5133,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.10 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '74', 'OverallResult': 'Pass', 'date': '2026-04-14', 'id': '5133', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'note': '1136', 'TypeSnipeID': 1, 'nextdate': '2027-04-14'}"
No Model Data Found,5253,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.30 OHM', 'earthpass': 'P', 'earthlimit': '0.40 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '78', 'OverallResult': 'Pass', 'date': '2026-04-14', 'id': '5253', 'testmode': '103 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-14'}"
No Model Data Found,5233,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.21 OHM', 'earthpass': 'P', 'earthlimit': '0.40 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '84', 'OverallResult': 'Pass', 'date': '2026-04-14', 'id': '5233', 'testmode': '103 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-14'}"
No Model Data Found,5398,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.05 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '96', 'OverallResult': 'Pass', 'date': '2026-04-15', 'id': '5398', 'testmode': '101 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-15'}"
No Model Data Found,5405,"No type ID found in test data{'Result': {'user': 'TOBY', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.24 OHM', 'earthpass': 'P', 'earthlimit': '0.30 OHM'}}, 'file': 'files/160426T1.FLK', 'testnum': '103', 'OverallResult': 'Pass', 'date': '2026-04-15', 'id': '5405', 'testmode': '102 AUTO', 'site': '4073', 'site1': 'toby', 'site2': '', 'user': 'TOBY', 'location': '4073', 'TypeSnipeID': 1, 'nextdate': '2027-04-15'}"
Model Creation Failed,1128:5105,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,1128:5103,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,1128:5102,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,lustr:5100,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,lustr:5099,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,lustr:5098,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,2471,"No type ID found in test data{'Result': {'user': 'ONIONS', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.14 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/t1-1 copy.FLK', 'testnum': '1', 'OverallResult': 'Pass', 'date': '2026-03-16', 'id': '2471', 'testmode': '101 AUTO', 'site': '4068', 'site1': '', 'site2': '', 'user': 'ONIONS', 'location': '4066', 'TypeSnipeID': 1, 'nextdate': '2027-03-16'}"
No Model Data Found,1836,"No type ID found in test data{'Result': {'user': 'Emi', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.04 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/t1-1 copy.FLK', 'testnum': '157', 'OverallResult': 'Pass', 'date': '2026-04-08', 'id': '1836', 'testmode': '101 AUTO', 'site': '4067', 'site1': 'STT', 'site2': '', 'user': 'Emi', 'location': '4068', 'TypeSnipeID': 1, 'nextdate': '2027-04-8'}"
Model Creation Failed,3028:149,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:383,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:384,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4077,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:148,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4071,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:5266,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:5270,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:9004,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,4151,"No type ID found in test data{'Result': {'user': 'James B', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.00 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/T2-1.FLK', 'testnum': '79', 'OverallResult': 'Pass', 'date': '2026-04-09', 'id': '4151', 'testmode': '101 AUTO', 'site': '4067', 'site1': '', 'site2': '', 'user': 'James B', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2027-04-9'}"
No Model Data Found,30113023,"No type ID found in test data{'Result': {'user': 'ALICE', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.02 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/15042026Pats.FLK', 'testnum': '56', 'OverallResult': 'Pass', 'date': '2026-04-14', 'id': '30113023', 'testmode': '101 AUTO', 'site': '4067', 'site1': 'STT', 'site2': '', 'user': 'ALICE', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2027-04-14'}"
Model Creation Failed,3028:154,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4064,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:229,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,2471,"No type ID found in test data{'Result': {'user': 'ONIONS', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.14 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/t1-1.FLK', 'testnum': '1', 'OverallResult': 'Pass', 'date': '2026-03-16', 'id': '2471', 'testmode': '101 AUTO', 'site': '4068', 'site1': '', 'site2': '', 'user': 'ONIONS', 'location': '4066', 'TypeSnipeID': 1, 'nextdate': '2027-03-16'}"
No Model Data Found,1836,"No type ID found in test data{'Result': {'user': 'Emi', 'visual': 'P', 'iectest': {'continuity': 'P', 'earth': '0.04 OHM', 'earthpass': 'P', 'earthlimit': '0.20 OHM'}}, 'file': 'files/t1-1.FLK', 'testnum': '157', 'OverallResult': 'Pass', 'date': '2026-04-08', 'id': '1836', 'testmode': '101 AUTO', 'site': '4067', 'site1': 'STT', 'site2': '', 'user': 'Emi', 'location': '4068', 'TypeSnipeID': 1, 'nextdate': '2027-04-8'}"
Model Creation Failed,3028:158,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:149,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:383,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:384,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4077,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:148,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:4071,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:5266,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:5270,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
Model Creation Failed,3028:9004,"{'name': ['The name must be unique across models and model number. '], 'model_number': ['The model number must be unique across models and name. ']}"
No Model Data Found,10801,"No type ID found in test data{'Result': {'user': 'Penny', 'visual': 'P', 'ins2': {'testvoltage': '2   >299 MEG P'}, 'load': {'load': '0 VA', 'pass': 'P', 'limit': '3000 VA', 'pncontinuity': 'P'}, 'current': {'current': '0.0 A', 'pass': 'P', 'limit': '13.0 A'}, 'leakage': {'current': '0.05 mA', 'pass': 'P', 'limit': '0.25 mA'}}, 'file': 'files/123.FLK', 'testnum': '402', 'OverallResult': 'Pass', 'date': '2025-08-18', 'id': '10801', 'testmode': '111 AUTO', 'site': 'STT', 'site1': 'STT', 'site2': '', 'user': 'Penny', 'location': '4067', 'TypeSnipeID': 1, 'nextdate': '2026-08-18'}"
